,Name,Address,Upřesnění polohy,Telefon,Příjem,Cena za samoodběr,Způsob rezervace,Odkaz na rezervační systém,DRIVE-IN,Calendar
117,"Health Care Management s.r.o. - odběrové místo Český Krumlov, Chvalšínská 203 (parkoviště)",Chvalšinská 203 (u zimního stadionu-parkoviště),"48.8148094N, 14.3111167E",775538766,Osoby se žádankou i samoplátce,,"online, telefon, testujeme i bez rezervace!",www.odberovytym.cz,Ano,Út 31.8.   Volná kapacita 48 z 48     St 1.9.   Volná kapacita 48 z 48     Čt 2.9.   Volná kapacita 48 z 48     Pá 3.9.   Volná kapacita 48 z 48     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 48 z 48
118,HP Strážný na silnici I/4 - Scimed,Hraniční přechod Strážný / Philippsreut,FreeShop na straně z Německa,731621677,Osoby se žádankou i samoplátce,,bez rezervace,,Ne,Út 31.8.   Volná kapacita 81 z 81     St 1.9.   Volná kapacita 63 z 63     Čt 2.9.   Volná kapacita 63 z 63     Pá 3.9.   Volná kapacita 81 z 81     So 4.9.   Volná kapacita 81 z 81     Ne 5.9.   Volná kapacita 79 z 81     Po 6.9.   Volná kapacita 81 z 81
119,Klinické laboratoře Tábor - odběrové místo,"U Čápova dvora 3125, Tábor",parkoviště před budovou Stop Shop,+420704353549,Osoby se žádankou i samoplátce,,Přes webové stránky + telefonicky,reservatic.com,Ano,Út 31.8.   Maximální kapacita     St 1.9.   Maximální kapacita     Čt 2.9.   Maximální kapacita     Pá 3.9.   Maximální kapacita     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Maximální kapacita
120,Nemocnice České Budějovice - Odběrové místo,"B. Němcové 585/54, 370 01 České Budějovice",,702249199,Osoby se žádánkou (od lékaře/KHS),,on-line,infekce.nemcb.cz,Ne,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Žádná data     Ne 5.9.   Žádná data     Po 6.9.   Žádná data
121,"Nemocnice Český Krumlov, a.s.","Nemocniční 429, 38301 Český Krumlov",Nemocnice Český Krumlov:Automobilem nebo pěšky vrátnicí nemocnice pokračovat po silnici vlevo k vyznačenému místu. Odběr bude proveden ve vestibulu vstupu do pavilonu J.Kaplice - vestibul Polikliniky.,,Osoby se žádánkou (od lékaře/KHS),,na webových stránkách,www.nemckr.cz,Ne,Út 31.8.   Maximální kapacita     St 1.9.   Maximální kapacita     Čt 2.9.   Volná kapacita 53 z 80     Pá 3.9.   Volná kapacita 59 z 80     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 72 z 80
122,Nemocnice Jindřichův Hradec,"U Nemocnice 380/III, 377 01 Jindřichův Hradec",Odběrové místo je umístěno v areálu NJH,,Osoby se žádankou i samoplátce,,Online rezervační systém,portal.jihnem.cz,Ano,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Žádná data
123,"Nemocnice Písek, a.s. - Odběrové místo","Karla Čapka 589, 397 01 Písek","Budova bývalé mikrobiologie (za budovou KHS) – zadní vstup, vjezd a vstup přes zaměstnanecké parkoviště za KHS, pro pěší možno také z Budějovické ulice.",773751644,Osoby se žádankou i samoplátce,,Tel. na: 773 751 644,portal.jihnem.cz,Ne,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Žádná data     Ne 5.9.   Zavřeno     Po 6.9.   Žádná data
124,Nemocnice Prachatice,"Nebahovská 1015, 38301 Prachatice",u zadního vchodu,607059517,Osoby se žádankou i samoplátce,,online objednávkový kalendář,planner.nempt.cz,Ano,Út 31.8.   Maximální kapacita     St 1.9.   Volná kapacita 42 z 60     Čt 2.9.   Volná kapacita 30 z 60     Pá 3.9.   Volná kapacita 35 z 60     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Žádná data
125,Nemocnice Strakonice,"Radomyšlská 336, 386 29 Strakonice",přístup k odběrové místnosti umožněn skrz tzv. technický vjezd do areálu nemocnice v ulici MUDr. Hradeckého.,383314264,Osoby se žádankou i samoplátce,,Přes webové stránky,mex.nemocnice-st.cz,Ano,Út 31.8.   Maximální kapacita     St 1.9.   Volná kapacita12 z 60     Čt 2.9.   Volná kapacita 82 z 120     Pá 3.9.   Volná kapacita 75 z 120     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 83 z 120
126,Nemocnice Tábor - Odběrové místo,"Tř. kpt. Jaroše 2000, 390 03 Tábor","vlevo před vstupem pro pěší do Nemocnice Tábor, a. s.",775863113,Osoby se žádankou i samoplátce,,"Telefonicky 775 863 113, online",www.nemta.cz,Ano,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Žádná data     Ne 5.9.   Žádná data     Po 6.9.   Žádná data
127,Nextclinics České budějovice,"Husova tř. 523, 370 05 České Budějovice",Před výstavištěm České Budějovice,+420800602030,Osoby se žádankou i samoplátce,,Online rezervace,reservatic.com,Ne,Út 31.8.   Volná kapacita 55 z 72     St 1.9.   Volná kapacita 60 z 72     Čt 2.9.   Volná kapacita 61 z 72     Pá 3.9.   Zavřeno     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 66 z 72
128,Stomatocentrum Za Lávkami s.r.o. - odběrové místo Dačice,"Kapetova 49, Dačice 38001","z města za kolejema vlevo směr PennyMarket, po 15m na levé straně",,,,On-line,,Ne,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Žádná data     Ne 5.9.   Žádná data     Po 6.9.   Žádná data
129,SYNLAB České Budějovice U tří lvů - odběrové místo,"U Tří lvů 294/4, 370 01 České Budějovice",,731595088,Samoplátce,,pouze na telefonické objednání,www.synlab.cz,Ne,Út 31.8.   Maximální kapacita     St 1.9.   Maximální kapacita     Čt 2.9.   Maximální kapacita     Pá 3.9.   Maximální kapacita     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Maximální kapacita
130,SYNLAB České Budějovice Vrbenská - odběrové místo,České Budějovice Vrbenská 197/23,areál PCO - zadní trakt před laboratoří,770146998,Osoby se žádankou i samoplátce,,pouze na telefonické objednání,www.synlab.cz,Ne,Út 31.8.   Maximální kapacita     St 1.9.   Maximální kapacita     Čt 2.9.   Maximální kapacita     Pá 3.9.   Maximální kapacita     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Maximální kapacita
131,SYNLAB Český Krumlov - odběrové místo,"T. G. Masaryka 188, 381 01 Český Krumlov",,380712736,Samoplátce,,pouze na telefonické objednání,www.synlab.cz,Ne,Út 31.8.   Maximální kapacita     St 1.9.   Zavřeno     Čt 2.9.   Volná kapacita 2 z 5     Pá 3.9.   Volná kapacita 2 z 5     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 5 z 5
132,SYNLAB Písek - odběrové místo Drlíčov,"Drlíčov 149, 37901 Písek",,,Samoplátce,,Přes webové stránky,rezervace-synlab.cz,Ne,Út 31.8.   Volná kapacita 10 z 10     St 1.9.   Volná kapacita 10 z 10     Čt 2.9.   Volná kapacita 9 z 10     Pá 3.9.   Volná kapacita 9 z 10     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 10 z 10
133,BEZ KAZU s.r.o.,"Blansko, Okružní 2","Vedle potravin Hruška,  Zborovce",736679758,Osoby se žádankou i samoplátce,,On-line,testujsezdarma.cz,Ne,Út 31.8.   Volná kapacita 104 z 120     St 1.9.   Volná kapacita 114 z 120     Čt 2.9.   Volná kapacita 86 z 96     Pá 3.9.   Volná kapacita 116 z 120     So 4.9.   Volná kapacita 69 z 72     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 119 z 120
134,BEZ KAZU s.r.o. - mobilní odběrové místo BRNO - Líšeň,"Jírova 2609/2, 628 00 Brno - Líšeň",Městský úřad Brno - Líšeň,736700073,,,Online,reservatic.com,Ne,Út 31.8.   Maximální kapacita     St 1.9.   Volná kapacita 900 z 900     Čt 2.9.   Volná kapacita 900 z 900     Pá 3.9.   Volná kapacita 900 z 900     So 4.9.   Volná kapacita 540 z 540     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 900 z 900
135,"Covid Spot, Kolejní, 612 00 Brno - Královo Pole","Kolejní, 612 00 Brno - Královo Pole, zastávka ,,Podnikatelská''","Areál spodního parkoviště campusu (FEKT) VUT Brno, Pod Palackým Vrchem.",,Osoby se žádankou i samoplátce,,Přes webové stránky,www.covidspot.cz,Ne,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Žádná data     Ne 5.9.   Žádná data     Po 6.9.   Žádná data
136,"Cytogenetická laboratoř Brno, s.r.o. - odběrové místo","Veveří 39, 602 00 Brno",odběrový stan ve dvorním traktu objektu Veveří 39,776329064,Osoby se žádankou i samoplátce,,on-line žádanka indikovaní i samoplátci,covid-4035.rostiapp.cz,Ne,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Žádná data
137,"ELISABETH PHARMACON, spol. s r. o. - Odběrové místo","Rokycanova 4437/5, 615 00 Brno-Židenice","Rokycanova 4437/5, Brno - Židenice",+420777729701,Osoby se žádankou i samoplátce,,pouze přes webovou stránku,www.e-gene.cz,Ne,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Žádná data     Ne 5.9.   Žádná data     Po 6.9.   Žádná data
138,Fakultní nemocnice Brno Bohunice,"Jihlavská 20, 625 00  Brno","PĚŠÍ - vstup směrem od Campus Square, nebo v pracovní dobu od vrátnice Jihlavská. Odběrové místo v Pavilonu F - přízemí.",532231111,Osoby se žádánkou (od lékaře/KHS),,Přes webové stránky,reservatic.com,Ne,Út 31.8.   Maximální kapacita     St 1.9.   Volná kapacita 198 z 224     Čt 2.9.   Volná kapacita 213 z 224     Pá 3.9.   Volná kapacita 219 z 224     So 4.9.   Volná kapacita 220 z 224     Ne 5.9.   Volná kapacita 215 z 224     Po 6.9.   Volná kapacita 220 z 224
139,Fakultní nemocnice Brno Bohunice - dětská nemocnice,Černopolní 22a Brno 61300,"Vstup doleva z ulice Černopolní, odběrové místo se nachází v domku u závory.",775861013,Osoby se žádánkou (od lékaře/KHS),,Vyšetřujeme děti do 6 let + doprovod. Reservace přes webové stránky.,reservatic.com,Ne,Út 31.8.   Volná kapacita 71 z 90     St 1.9.   Volná kapacita 80 z 90     Čt 2.9.   Volná kapacita 81 z 90     Pá 3.9.   Volná kapacita 81 z 90     So 4.9.   Volná kapacita 73 z 78     Ne 5.9.   Volná kapacita 75 z 78     Po 6.9.   Volná kapacita 86 z 90
140,"Fakultní nemocnice u Sv. Anny v Brně, odběrové místo","FNUSA Pavilon C, Leitnerova, Brno",budova C – vchod pro testované pouze z Leitnerovy ulice,+420543181111,Osoby se žádankou i samoplátce,,Přes webové stránky,c19.fnusa.cz,Ne,Út 31.8.   Maximální kapacita     St 1.9.   Volná kapacita60 z 162     Čt 2.9.   Volná kapacita68 z 162     Pá 3.9.   Volná kapacita 86 z 162     So 4.9.   Volná kapacita 133 z 162     Ne 5.9.   Volná kapacita 124 z 162     Po 6.9.   Volná kapacita 136 z 162
141,Hola Biolabs s.r.o. - odběrové místo Brno Heršpická,"Heršpická 758/13, 619 00 Brno - Štýřice",Drive IN - Hola Biolabs - Parkoviště CK Victoria - Heršpická 758/13,+420703621191,Osoby se žádankou i samoplátce,,Přes webové stránky,www.hola-biolabs.com,Ano,Út 31.8.   Volná kapacita 78 z 96     St 1.9.   Volná kapacita 75 z 96     Čt 2.9.   Volná kapacita 85 z 96     Pá 3.9.   Volná kapacita 86 z 96     So 4.9.   Volná kapacita 48 z 48     Ne 5.9.   Volná kapacita 45 z 48     Po 6.9.   Volná kapacita 86 z 96
142,Hola Biolabs s.r.o. - odběrové místo Brno Zvonařka,"Zvonařka 512/2, 602 00 Brno - Trnitá",Ústřední autobusové nádraží Zvonařka,+420703621191,Osoby se žádankou i samoplátce,,Přes webové stránky,www.hola-biolabs.com,Ne,Út 31.8.   Volná kapacita 74 z 96     St 1.9.   Volná kapacita 74 z 96     Čt 2.9.   Volná kapacita 84 z 96     Pá 3.9.   Volná kapacita 78 z 96     So 4.9.   Volná kapacita 47 z 48     Ne 5.9.   Volná kapacita 41 z 48     Po 6.9.   Volná kapacita 84 z 96
143,Hola Biolabs s.r.o. - odběrové místo poliklinika Starý Lískovec,"U Pošty 402/14, 625 00 Brno - Starý Lískovec","Poliklinika Starý Lískovec (vchod se nachází v suterénu polikliniky, naproti Poště 25)",703621191,Osoby se žádankou i samoplátce,,Přes webové stránky,www.hola-biolabs.com,Ne,Út 31.8.   Volná kapacita 191 z 228     St 1.9.   Volná kapacita 199 z 228     Čt 2.9.   Volná kapacita 201 z 228     Pá 3.9.   Volná kapacita 197 z 228     So 4.9.   Volná kapacita 78 z 84     Ne 5.9.   Volná kapacita 84 z 84     Po 6.9.   Volná kapacita 203 z 228
144,IFCOR Brno,Dobrovského 2199/23  612 00 Brno - Královo Pole,přízemí,,Osoby se žádankou i samoplátce,,Přes webové stránky,www.ifcor.cz,Ne,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Žádná data
145,"Laboratory Room s.r.o. - odběrové místo Brno Cimburkova, Cimburkova 593/4, 612 00 Brno - Ponava","Cimburkova 593/4, 612 00 Brno - Ponava",49°13.01530' N      16°36.50925' E,739174307,Osoby se žádankou i samoplátce,,Přes webové stránky,covidpass.cz,Ne,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Žádná data     Ne 5.9.   Žádná data     Po 6.9.   Žádná data
146,Laboratory Room s.r.o. - odběrové místo Brno Olympie,U Dálnice 777 664 42 Modřice,parkoviště u OC Olympie Brno,,Osoby se žádankou i samoplátce,,Rezervační systém,www.covidpass.cz,Ne,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Žádná data     Ne 5.9.   Žádná data     Po 6.9.   Žádná data
147,Medical testing s.r.o. - odběrové místo Brno Dobrovského,"Dobrovského 96/29, 612 00 Brno - Královo Pole",Parcelní číslo: 3748/6,,Osoby se žádankou i samoplátce,,Přes webové stránky,www.covidpass.cz,Ne,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Žádná data     Ne 5.9.   Žádná data     Po 6.9.   Žádná data
148,Medical testing s.r.o. - odběrové místo Brno Trnitá,"Brno, Trnitá",Parcelní číslo: 918,,Osoby se žádankou i samoplátce,,vlastní systém,covidpass.cz,Ne,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Žádná data     Ne 5.9.   Žádná data     Po 6.9.   Žádná data
149,MEDICINECARE s.r.o. - odběrové místo Brno - Veselá,"Veselá 5, 60200 Brno",Budova Veselá 5 v přízemí,,Osoby se žádankou i samoplátce,,On-line,,Ne,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Žádná data     Ne 5.9.   Žádná data     Po 6.9.   Žádná data
150,"MeDiLa spol. s r.o., odběrové centrum Brno Lesná, Halasov - odběrové místo","Poliklinika Lesná, Halasovo náměstí 1, Brno",,+420800111210,Osoby se žádánkou (od lékaře/KHS),,Přes webové stránky,reservatic.com,Ne,Út 31.8.   Volná kapacita4 z 168     St 1.9.   Volná kapacita76 z 168     Čt 2.9.   Volná kapacita 108 z 168     Pá 3.9.   Volná kapacita 100 z 168     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Maximální kapacita
151,Nemocnice Blansko - odběrové místo,"Sadová 1596/33, Blansko 678 31","testy PCR- areál nemocnice, parkoviště u lékárny ; testy POC- centrální odběr na pracovišti OKL",601086145,Osoby se žádánkou (od lékaře/KHS),,Přes webové stránky nebo telefonicky na 601086145 v pracovní dny 13-15 hod,www.nemobk.cz,Ne,Út 31.8.   Maximální kapacita     St 1.9.   Maximální kapacita     Čt 2.9.   Maximální kapacita     Pá 3.9.   Maximální kapacita     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Maximální kapacita
152,Nemocnice Břeclav,"U Nemocnice 3066/1, 690 02  BŘECLAV",Odběrové místo je u nákladní brány mezi hlavním vchodem do nemocnice a městským parkovištěm,519315111,Osoby se žádánkou (od lékaře/KHS),,pouze přes webové stránky,covid.nembv.cz,Ne,Út 31.8.   Volná kapacita 36 z 36     St 1.9.   Volná kapacita 23 z 36     Čt 2.9.   Zavřeno     Pá 3.9.   Zavřeno     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 21 z 36
153,"Nemocnice Ivančice, p.o. - odběrové místo","Široká 16, 66491 Ivančice",U hlavního vjezdu z ulice Široká,,Osoby se žádánkou (od lékaře/KHS),,Pouze přes webové stránky,reservatic.com,Ano,Út 31.8.   Maximální kapacita     St 1.9.   Maximální kapacita     Čt 2.9.   Maximální kapacita     Pá 3.9.   Maximální kapacita     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Maximální kapacita
154,Nemocnice Kyjov - odběrové místo,"Strážovská 1247/22, Kyjov","PCR - Infekční ambuance, Antigen - u hlavního vjezdu NK",+420724488801,Osoby se žádánkou (od lékaře/KHS),,"Telefonicky, on-line",,Ne,Út 31.8.   Žádná data     St 1.9.   Zavřeno     Čt 2.9.   Žádná data     Pá 3.9.   Zavřeno     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Zavřeno
155,Nemocnice milosrdných bratří Brno - odběrové místo,"639 00 Brno, Polní 553/3","areál Nemocnice Milosrdných bratří, p.o., u pavilonu rehabilitace, značeno pro pěší i pro drive-in",734432937,Osoby se žádánkou (od lékaře/KHS),,Přes webové stránky,reservatic.com,Ne,Út 31.8.   Zavřeno     St 1.9.   Zavřeno     Čt 2.9.   Zavřeno     Pá 3.9.   Volná kapacita 151 z 160     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 156 z 160
156,"Nemocnice TGM Hodonín, p. o., odběrové místo","Purkyňova 11, 695 26, Hodonín","nalevo za vrátnicí, dále značeno",518306166,Osoby se žádankou i samoplátce,,objednávání  pouze on-line přes rezervační systém,reservatic.com,Ne,Út 31.8.   Volná kapacita 288 z 534     St 1.9.   Volná kapacita72 z 162     Čt 2.9.   Volná kapacita78 z 162     Pá 3.9.   Volná kapacita27 z 114     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 108 z 162
157,Nemocnice Tišnov,"Purkyňova 279, 666 13 Tišnov","areál parku nemocnice, boční vstup z ulice Riegrova",549410330,Osoby se žádánkou (od lékaře/KHS),,Přes webové stránky nemocnice,rezervace.nemtisnov.cz,Ne,Út 31.8.   Maximální kapacita     St 1.9.   Volná kapacita 2 z 4     Čt 2.9.   Volná kapacita 4 z 4     Pá 3.9.   Zavřeno     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Maximální kapacita
158,"Nemocnice Vyškov, p.o. - odběrové místo","Purkyňova 235/36, Vyškov 68201",ambulance LSPP,,Osoby se žádánkou (od lékaře/KHS),,Přes webové stránky,nemocnice-vyskov.reservio.com,Ne,Út 31.8.   Volná kapacita15 z 56     St 1.9.   Volná kapacita 25 z 41     Čt 2.9.   Volná kapacita 26 z 41     Pá 3.9.   Volná kapacita 25 z 41     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 35 z 41
159,"Nemocnice Znojmo, p. o. - Odběrové místo","MUDr. J. Janského 11, Znojmo",umístěno před budovou G-na parkovišti před nemocnicí,515215419,Osoby se žádánkou (od lékaře/KHS),,pouze přes webové stránky,reservatic.com,Ne,Út 31.8.   Zavřeno     St 1.9.   Volná kapacita 66 z 80     Čt 2.9.   Zavřeno     Pá 3.9.   Volná kapacita 50 z 80     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 56 z 80
160,Oblastní spolek Českého červeného kříže - odběrové místo Blansko,"Chelčického 1186/56, Blansko, 67801",Bývalé papírnictví,724541008,Osoby se žádankou i samoplátce,,On-line,www.e-gene.cz,Ne,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Žádná data
161,"Ordinace Ruzyně s.r.o., odběrové místo Brno","Dornych 4, Brno, 602 00",pozemky u OC Dornych 988/1 a 989,724104155,Osoby se žádankou i samoplátce,,web,reservatic.com,Ne,Út 31.8.   Volná kapacita 362 z 480     St 1.9.   Volná kapacita 432 z 480     Čt 2.9.   Volná kapacita 468 z 480     Pá 3.9.   Volná kapacita 454 z 480     So 4.9.   Volná kapacita 476 z 480     Ne 5.9.   Volná kapacita 462 z 480     Po 6.9.   Volná kapacita 474 z 480
162,"PREVEDIG medical, s.r.o. - Odběrové místo Brno","parkoviště na parc. č. 1358/1, Nové Sady, 602 00 Brno","parkoviště na parc. č. 1358/1, Nové Sady, 602 00 Brno",778886032,Osoby se žádankou i samoplátce,,Skrze webovou aplikaci: http://book.anygence.com,book.anygence.com,Ano,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Žádná data     Ne 5.9.   Žádná data     Po 6.9.   Žádná data
163,"SPADIA LAB, a.s. - BRNO Veveří","Veveří 64, Brno, 602 00",Veveří 64 - 1. patro,,Osoby se žádankou i samoplátce,,Web,www.spadia.cz,Ne,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Žádná data
164,SYNLAB Brno Tuřany - mobilní odběrové místo letiště,"Tuřany 904/1, Brno 627 00",Parkoviště Letiště Brno Tuřany,773749244,Osoby se žádankou i samoplátce,,Přes webové stránky,rezervace-synlab.cz,Ano,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Žádná data     Ne 5.9.   Žádná data     Po 6.9.   Žádná data
165,Františkovy Lázně AQUAFORUM a.s.,"5 Května 9, 351 01  Františkovy Lázně",,,Samoplátce,,elektronická,otestovan.cz,Ne,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Žádná data     Ne 5.9.   Žádná data     Po 6.9.   Žádná data
166,HP na silnici na I/6 Pomezí nad Ohří - Scimed,Hraniční přechod Pomezí nad Ohří / Schirnding,Na výjezdu z parkoviště pod benzínovou stanicí MOL směr na Německo,604279792,Osoby se žádankou i samoplátce,,není,,Ne,Út 31.8.   Volná kapacita 118 z 144     St 1.9.   Volná kapacita 141 z 144     Čt 2.9.   Volná kapacita 135 z 144     Pá 3.9.   Volná kapacita 134 z 144     So 4.9.   Volná kapacita 135 z 144     Ne 5.9.   Volná kapacita 129 z 144     Po 6.9.   Volná kapacita 144 z 144
167,Karlovarská krajská nemocnice a.s.,"Bezručova 1190/19, 360 01 Karlovy Vary",v dolní části areálu nemocnice,950380380,Osoby se žádánkou (od lékaře/KHS),,online,www.rezervacekk.cz,Ano,Út 31.8.   Maximální kapacita     St 1.9.   Volná kapacita 105 z 120     Čt 2.9.   Volná kapacita 106 z 120     Pá 3.9.   Volná kapacita 112 z 120     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 119 z 120
168,"Karlovarská krajská nemocnice a.s., nemocnice Cheb","K Nemocnici 17, 350 02 Cheb",před pavilonem A,,Osoby se žádánkou (od lékaře/KHS),,elektronicky,www.rezervacekk.cz,Ano,Út 31.8.   Zavřeno     St 1.9.   Volná kapacita 17 z 17     Čt 2.9.   Zavřeno     Pá 3.9.   Volná kapacita 17 z 17     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 17 z 17
169,Lab In - Institut laboratorní medicíny - odběrové místo Sokolov,"Petra Bezruče 430/9, Sokolov",Lékařský dům Tilia,778726206,Osoby se žádankou i samoplátce,,www.labin.cz,www.labin.cz,Ne,Út 31.8.   Volná kapacita 60 z 80     St 1.9.   Zavřeno     Čt 2.9.   Maximální kapacita     Pá 3.9.   Volná kapacita 82 z 88     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 73 z 73
170,Lab In - Institut laboratorní medicíny - odběrové místo Kraslice,"Havlíčkova 1431, 358 01 Kraslice",Poliklinika Kraslice,778726206,Osoby se žádankou i samoplátce,,Přes webové stránky,www.labin.cz,Ne,Út 31.8.   Maximální kapacita     St 1.9.   Zavřeno     Čt 2.9.   Volná kapacita 22 z 26     Pá 3.9.   Zavřeno     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 30 z 30
171,Lab In - Institut laboratorní medicíny - odběrové místo Nejdek,"Závodu míru 636, 362 21 Nejdek",Poliklinika Nejdek,778726206,Osoby se žádankou i samoplátce,,www.labin.cz,www.labin.cz,Ne,Út 31.8.   Zavřeno     St 1.9.   Volná kapacita 35 z 55     Čt 2.9.   Zavřeno     Pá 3.9.   Volná kapacita 50 z 56     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 60 z 60
172,Lab In - Institut laboratorní medicíny - odběrové místo Ostrov,"Vančurova 1437, 363 01 Ostrov",Zimní stadion Ostrov,778726206,Osoby se žádankou i samoplátce,,www.labin.cz,www.labin.cz,Ne,Út 31.8.   Volná kapacita21 z 89     St 1.9.   Volná kapacita 84 z 112     Čt 2.9.   Volná kapacita 95 z 113     Pá 3.9.   Volná kapacita 78 z 106     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 120 z 120
173,Lab In - Institut laboratorní medicíny - odběrové místo Aš,"Nemocniční 52, 352 01 Aš","Nemocniční 52, 352 01 Aš / areál LDN",778726206,Osoby se žádankou i samoplátce,,Přes webové stránky,www.labin.cz,Ne,Út 31.8.   Volná kapacita 29 z 47     St 1.9.   Volná kapacita 42 z 58     Čt 2.9.   Volná kapacita 45 z 59     Pá 3.9.   Volná kapacita 47 z 58     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 57 z 59
